,Type,Age,Breed1,Gender,Color1,Color2,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Fee,Description,PhotoAmt,AdoptionSpeed
280,Dog,24,Mixed Breed,Female,Brown,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,"Update: 17/8/12 : Lucky is healthy and cured now, she is absolutely ready for a new home.. Please give her a home if you are looking for a new member for your family.. Today morning i rescued a stray from the senai-de saru highway who was probably an accident victim, she was bleeding and could not walk. I brought her to the vet at Global Pets Sdn Bhd in Nusa Bestari Johor Bahru. The vet there examined her and told me her front leg is broken. This is before the xray examination. They also suspect she might have internal injuries as there was bleeding from anus. But, they said at that moment life threatening issue was brain trauma. They are going to give her 10 doses of medication for head trauma for 3 nights and 4 days before further evaluation. I would really appreciate if someone could foster or adopt her after she is discharged.",6,3
281,Cat,6,Domestic Short Hair,Male,Black,White,Medium,Short,Not Sure,Not Sure,Healthy,0,Lovely and friendly kitten. Someone possibly left this young beautiful kitten out.,3,4
282,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,For Adoption,4,2
283,Dog,48,Shih Tzu,Male,Black,No Color,Small,Medium,Yes,No,Healthy,0,Th dog was adopted from Petfinder. I have to give up the dog cos my family is shifting to a condominium and the Management do not allow pets within its premises.,0,1
284,Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,1,Puppy for adoption,3,1
285,Cat,3,Domestic Short Hair,Female,Gray,White,Medium,Short,No,No,Healthy,0,"I rescued Mung's pregnant mother, who gave birth to four kittens. Mung is the youngest and most adventurous. She was the first one to wander out of the nest, and usually the first one to explore some new corner of the house. She's also very affectionate. She doesn't like being picked up, but will meow happily when you rub her back and pet her. Litter box trained.",3,2
286,Dog,53,Mixed Breed,Male,White,No Color,Medium,Medium,Yes,Not Sure,Healthy,0,-Very Healthy and Playful -Good for home and farm -Follow owner's instruction if teach -Pure white -Need 2nd home due to shifting to condo,1,4
287,Cat,1,American Shorthair,Male,Black,White,Small,Short,No,No,Healthy,0,"this is Rusco, He love taking pictures and manja :) if you are interested please call dont sms me.",1,4
288,Cat,7,Domestic Long Hair,Male,Black,White,Medium,Medium,Yes,Yes,Healthy,0,"Miki. 6-7 months years old. vaccinated, dewormed & neutered. Healthy, smooth, silky & shining fur. Well-trained to use litter tray, like to eat cat biscuits. Bathe 2 months once. Can mix with other cats. Likes to play! kept in indoor. thanks for your time!!",15,4
289,Cat,4,Domestic Short Hair,Female,Black,No Color,Small,Short,No,No,Healthy,0,"Before this I wanted to spay my precious bengal cat Memey, but it was a bit late that she got pregnant with some domestic cat. Now, my Memey has passed away, and I'm in deep grief with her loss. I don't think I am able to take care of its kittens. Please I hope to those who are generous enough to adopt this kitten, please contact me as soon as possible.",3,2
290,Dog,1,Mixed Breed,Male,Brown,No Color,Medium,Medium,No,No,Healthy,0,Dog 4 Adoption,1,2
291,Cat,1,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,0,"Ponky and his siblings were abandoned at our housing area. He is a healthy, active kitten and very talkative. He is litter tray trained. We are looking for someone to adopt him as we have too many cats. It would be great if the person can also adopt his siblings - Inky and Pinky, although this is not a must. We prefer to give him up to a working Malaysian, no students. We are looking for someone who will vaccinate and neuter him and also take him for regular vet checks. He needs to be kept indoors, as He is very young and would not know how to survive outdoor. Being a new environment, he might also runaway if kept outdoors. He is very good with our cats. Keeping a cat is a commitment for about 15 years and they are children that never grow up and it isn't cheap to keep a pet. Only for serious adopters.",4,2
292,Dog,48,Mixed Breed,Male,Brown,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,Very quiet and loving. Do not bark much. Love to cuddle.,1,4
293,Cat,2,Bengal,Female,Gray,White,Small,Short,No,No,Healthy,0,"##Yeay, thanks to Melissa baby Tea has finally been adopted and now is living in a loving home with a loving couple. I'm so happy for my baby.:):):) #already been booked I'm trying to find a new home for this baby asap because I could no longer take care of her. I have few cats already. And the mother had given birth to this girl. And the other four siblings. I also need to let her go asap because I'm going to neuter the mother. She has started eating but still once in a while having breastfeed from the mommy. That's why i need to let her go. This baby is very active and playful. But a little bit shy. If there is any loving person who could take care of this kitty, please adopt her and kindly call me asap. Thank you. :)",5,1
294,Dog,1,Doberman Pinscher,Male,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,Sam Boy is a v intelligent at his young age. Hope some one can give Sam boy a forever home as his present owner is a student and the parents are not agreeable for her to keep a dog. Pls contact Amy if you are interested to adopt him,7,2
295,Cat,3,Domestic Short Hair,Female,Cream,Gray,Medium,Short,Yes,Yes,Healthy,100,Isa is very sweet n shy. Needs time to settle down. She is litter trained. She will be spayed before adoption.,1,4
296,Dog,7,Belgian Shepherd Laekenois,Female,Brown,No Color,Large,Medium,Yes,No,Healthy,0,For Adoption,1,1
297,Dog,3,Mixed Breed,Male,Black,White,Medium,Short,Yes,No,Healthy,0,"Born to a lovely stray mom to a litter of 4. He is the only one left. Possibly others died of hunger and tick fever. Lil JB was rescued in the nick of time when his body was full w ticks. Managed to get rid all ticks, dewormed and vaccinated once. Next vaccination in end of Oct. He is one smart dog. He knows handshake and when I scolded him once, he knows it and will be more alert of his action when he sees my body language. He is a good guard dog even at this young age. He will bark when he saw something strange and went forward to check it out. He is not good with cats WHEN there is food. And er.. not good w dogs too when he is eating. Just imagine this lil pup protecting his food against other dogs 10times his size! And the other big dogs seems to obey him! He is one leader. Either that or a gangster :D",1,4
298,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,No tying or caging for long hours except for precautionary purposes. Commitment to spay her is compulsory Interested to adopt pls call me,6,2
299,Cat,3,Domestic Short Hair,Female,White,No Color,Small,Short,No,No,Healthy,0,Has been adpted,3,3
300,Cat,3,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,No,Healthy,0,"Brown tabby girl, lovely temperament looking for forever home. Rescued. Interested adopter may WhatsApp me. Tq",3,2
301,Dog,12,Mixed Breed,Male,Black,No Color,Medium,Medium,Not Sure,Yes,Healthy,150,A very unexpected guest this morning. A very adorable less than a year old male pup for fostering or adoption. Suspected to be a golden retriever mix. Area around Seremban. Please help!! P/s: he runs behind cars on the road. He doesn't eat the biscuits i gave him. I think he must be a house dog.,3,4
302,Dog,2,0,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,"Milo went missing after a week with her new adoptive family. Only 3 months old, light brown coat. Missing from Jalan Kiara, Bandar Botanic, Klang. Please call Su at if you've seen her.",3,3
303,Dog,3,Jack Russell Terrier (Parson Russell Terrier),Female,Black,White,Small,Medium,Not Sure,No,Healthy,0,"This pup is happy and affectionate and fine with other dogs. found between fencing at KDE. Checked out by Dr. Singham, Haywood animal clinic and she is fine and wormed. Her right leg is turned out a bit. If you would like you can visit her anytime just call me first. CDUDDLY AND SWEET",1,4
304,Dog,25,Schnauzer,Male,Gray,White,Medium,Long,Yes,No,Healthy,100,Dog for adoption,2,1
305,Cat,14,Domestic Short Hair,Female,Brown,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,Hai...i looking for someone who want to adopt her...i found her at my apartment...mommy to be... i put her in my house but always fight with my own cats...i cant keep her because my cats not going well with her...,2,1
306,Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,For Adoption,1,3
307,Cat,1,Domestic Short Hair,Female,Brown,Gray,Small,Short,Not Sure,No,Healthy,30,This kitten was found nearby my block...she is cute n adorable...looking for someone can take care of her...pls contact me for more information...tq...angelina,1,4
308,Dog,10,Labrador Retriever,Female,Black,White,Medium,Medium,Yes,No,Healthy,0,"Maya need a caring family...she was a very smart puppy n she trained a basic like sit, lay down, come, run, attack, stay, up, high 5, shakehand, mummum time....she realy a very clever n easy to train her....actualy she like to watch our face when we talk to her...no cages pls....",2,1
309,Dog,1,Mixed Breed,Female,Black,Golden,Medium,Medium,No,No,Healthy,0,"Month old male puppies (4 of them) needs a warm loving home. Their mother wandered into our backyard and gave birth. We cant keep all so need to seek out other pet lovers to adopt. They are very active, cute, adorable and lovable. Our heart sinks at the thought of abandoning them. So please call.",5,1
310,Cat,12,Domestic Medium Hair,Female,Black,White,Medium,Medium,Yes,Yes,Healthy,150,"Gemuk is a very loving cat. Semi long haired. She's not fussy with food. She's vaccinated, Dewormed n spayed.",1,1
311,Dog,84,Golden Retriever,Male,Brown,Cream,Medium,Medium,Yes,Yes,Minor Injury,0,"According to the Vet, Coco (d dog) is 7 years old. He was abused by his previous owner by tying him up, day and night; providing very little food, water and shelter. When Coco's testicles became inflammed (not sure how that came about), Coco's prev.owner kicked him out of the house. Coco remained faithful and waited outside the prev.owner's house although with great pain. The prev.owner would then use a cane to whip him and use pesticides to spray onto his inflammed region. My friend saw and rescused the dog. My friend then approached me to foster Coco (to nurse him back to health). My hubby agreed with the condition that Coco to be adopted after he is well and fit as Hubby is not an animal lover. Coco has been with us for slightly over 1 month now. Not only has Coco recovered fully; I have neutered Coco as well as dewormed and vaccinated him. I would like to find a good, loving and nurturing home for Coco as I have promised my hubby earlier on. Coco is a protective but not agressive dog. He is a good family dog and esp loves children. He doesnt bark unncessarily. He is fun loving, active and loveable. Coco deserves a second chance and I know he is now ready to be love and love his new found family. I am not very familiar of his past but I do know that he is a very loyal dog to us.",1,4
312,Cat,3,Domestic Short Hair,Male,Golden,White,Medium,Short,No,No,Healthy,0,He is toilet trained and active. Looking for new owner that can give alot of TLC. I feed him with ProStar and ayam rebus twice a month.,1,1
313,Dog,6,Mixed Breed,Female,Black,No Color,Medium,Medium,No,No,Healthy,0,"Reben is a rescued mixed lab dog. She has a gentle, quiet character but can go crazy when she wants to play. She seldom barks and only do so when she gets excited. So if you are looking for a guard dog or dogs who chases cat, Reben is NOT your type. She is BEST being your companion for walks, watch tv with, eat your butter bread with or perhaps good companion w your cat/s too. Of course, by slowly introducing them. Please send your request via whatsapp or msg and no FAKE, IRRESPONSIBLE request will not be entertain. Thankyou.....",4,4
